"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 06 21:56:27 GMT 2023","Sun Aug 06 21:56:29 GMT 2023","2584","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Sun Aug 06 21:56:21 GMT 2023","Sun Aug 06 21:56:25 GMT 2023","4239","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Sun Aug 06 21:56:06 GMT 2023","Sun Aug 06 21:56:09 GMT 2023","3115","tests","test_elements","TestElements","","","Test expanding all elements and check their presence",""
"passed","Sun Aug 06 21:56:40 GMT 2023","Sun Aug 06 21:56:44 GMT 2023","4115","tests","test_elements","TestElements","","","Search person",""
"passed","Sun Aug 06 21:55:54 GMT 2023","Sun Aug 06 21:55:58 GMT 2023","3878","tests","test_elements","TestElements","","","Check input == output",""
"passed","Sun Aug 06 21:56:51 GMT 2023","Sun Aug 06 21:56:55 GMT 2023","3909","tests","test_elements","TestElements","","","Delete person",""
"passed","Sun Aug 06 21:56:45 GMT 2023","Sun Aug 06 21:56:50 GMT 2023","4657","tests","test_elements","TestElements","","","Edit person",""
"passed","Sun Aug 06 21:55:59 GMT 2023","Sun Aug 06 21:56:04 GMT 2023","5523","tests","test_elements","TestElements","","","Interactivity of the fields",""
"passed","Sun Aug 06 21:56:10 GMT 2023","Sun Aug 06 21:56:14 GMT 2023","3841","tests","test_elements","TestElements","","","Test checkboxes: random click and output",""
"passed","Sun Aug 06 21:56:31 GMT 2023","Sun Aug 06 21:56:38 GMT 2023","7722","tests","test_elements","TestElements","","","Create new person",""
"skipped","Sun Aug 06 21:56:57 GMT 2023","Sun Aug 06 21:56:59 GMT 2023","2520","tests","test_elements","TestElements","","","Check count of rows",""
"passed","Sun Aug 06 21:56:15 GMT 2023","Sun Aug 06 21:56:20 GMT 2023","4420","tests","test_elements","TestElements","","","Test radio buttons",""
