"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 14 00:15:07 GMT 2023","Mon Aug 14 00:15:11 GMT 2023","3667","tests","test_elements","TestElements","","","Check link responses",""
"passed","Mon Aug 14 00:14:28 GMT 2023","Mon Aug 14 00:14:32 GMT 2023","3576","tests","test_elements","TestElements","","","Different clicks on buttons",""
"passed","Mon Aug 14 00:13:12 GMT 2023","Mon Aug 14 00:13:19 GMT 2023","7373","tests","test_elements","TestElements","","","Check input == output",""
"skipped","Mon Aug 14 00:14:24 GMT 2023","Mon Aug 14 00:14:27 GMT 2023","3209","tests","test_elements","TestElements","","","Check count of rows",""
"passed","Mon Aug 14 00:14:00 GMT 2023","Mon Aug 14 00:14:05 GMT 2023","4568","tests","test_elements","TestElements","","","Search person",""
"failed","Mon Aug 14 00:13:52 GMT 2023","Mon Aug 14 00:13:59 GMT 2023","6294","tests","test_elements","TestElements","","","Create new person",""
"passed","Mon Aug 14 00:14:06 GMT 2023","Mon Aug 14 00:14:11 GMT 2023","4959","tests","test_elements","TestElements","","","Edit person",""
"passed","Mon Aug 14 00:14:33 GMT 2023","Mon Aug 14 00:14:38 GMT 2023","5322","tests","test_elements","TestElements","","","Check links",""
"passed","Mon Aug 14 00:14:45 GMT 2023","Mon Aug 14 00:14:48 GMT 2023","3659","tests","test_elements","TestElements","","","Check link responses",""
"passed","Mon Aug 14 00:13:48 GMT 2023","Mon Aug 14 00:13:51 GMT 2023","3043","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Mon Aug 14 00:13:28 GMT 2023","Mon Aug 14 00:13:31 GMT 2023","3427","tests","test_elements","TestElements","","","Test expanding all elements and check their presence",""
"passed","Mon Aug 14 00:13:21 GMT 2023","Mon Aug 14 00:13:26 GMT 2023","5754","tests","test_elements","TestElements","","","Interactivity of the fields",""
"passed","Mon Aug 14 00:14:40 GMT 2023","Mon Aug 14 00:14:43 GMT 2023","3445","tests","test_elements","TestElements","","","Check link responses",""
"passed","Mon Aug 14 00:13:43 GMT 2023","Mon Aug 14 00:13:47 GMT 2023","3169","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Mon Aug 14 00:13:39 GMT 2023","Mon Aug 14 00:13:42 GMT 2023","2995","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Mon Aug 14 00:13:33 GMT 2023","Mon Aug 14 00:13:38 GMT 2023","5147","tests","test_elements","TestElements","","","Test checkboxes: random click and output",""
"passed","Mon Aug 14 00:15:12 GMT 2023","Mon Aug 14 00:15:16 GMT 2023","3216","tests","test_elements","TestElements","","","Check link responses",""
"passed","Mon Aug 14 00:14:50 GMT 2023","Mon Aug 14 00:14:53 GMT 2023","3498","tests","test_elements","TestElements","","","Check link responses",""
"passed","Mon Aug 14 00:15:02 GMT 2023","Mon Aug 14 00:15:06 GMT 2023","3714","tests","test_elements","TestElements","","","Check link responses",""
"broken","Mon Aug 14 00:14:13 GMT 2023","Mon Aug 14 00:14:22 GMT 2023","9589","tests","test_elements","TestElements","","","Delete person",""
"passed","Mon Aug 14 00:14:54 GMT 2023","Mon Aug 14 00:15:01 GMT 2023","6381","tests","test_elements","TestElements","","","Check link responses",""
