"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 02 18:42:20 GMT 2023","Sat Sep 02 18:42:22 GMT 2023","1936","tests","test_elements","TestElements","","","Test expanding all elements and check their presence",""
"passed","Sat Sep 02 18:45:32 GMT 2023","Sat Sep 02 18:45:34 GMT 2023","2025","tests","test_elements","TestElements","","","Download File",""
"passed","Sat Sep 02 18:44:07 GMT 2023","Sat Sep 02 18:44:09 GMT 2023","2478","tests","test_elements","TestElements","","","Check link responses",""
"passed","Sat Sep 02 18:42:42 GMT 2023","Sat Sep 02 18:42:54 GMT 2023","11688","tests","test_elements","TestElements","","","Test radio buttons",""
"failed","Sat Sep 02 18:42:59 GMT 2023","Sat Sep 02 18:43:11 GMT 2023","12866","tests","test_elements","TestElements","","","Create new person",""
"skipped","Sat Sep 02 18:43:36 GMT 2023","Sat Sep 02 18:43:48 GMT 2023","12008","tests","test_elements","TestElements","","","Check count of rows",""
"passed","Sat Sep 02 18:42:55 GMT 2023","Sat Sep 02 18:42:57 GMT 2023","2026","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Sat Sep 02 18:44:58 GMT 2023","Sat Sep 02 18:45:01 GMT 2023","2574","tests","test_elements","TestElements","","","Check link responses",""
"passed","Sat Sep 02 18:43:49 GMT 2023","Sat Sep 02 18:43:51 GMT 2023","2308","tests","test_elements","TestElements","","","Different clicks on buttons",""
"passed","Sat Sep 02 18:45:02 GMT 2023","Sat Sep 02 18:45:14 GMT 2023","11654","tests","test_elements","TestElements","","","Check Images Size",""
"failed","Sat Sep 02 18:43:13 GMT 2023","Sat Sep 02 18:43:16 GMT 2023","2873","tests","test_elements","TestElements","","","Search person",""
"passed","Sat Sep 02 18:42:23 GMT 2023","Sat Sep 02 18:42:36 GMT 2023","13456","tests","test_elements","TestElements","","","Test checkboxes: random click and output",""
"broken","Sat Sep 02 18:45:19 GMT 2023","Sat Sep 02 18:45:31 GMT 2023","11483","tests","test_elements","TestElements","","","Upload File",""
"passed","Sat Sep 02 18:44:45 GMT 2023","Sat Sep 02 18:44:57 GMT 2023","12339","tests","test_elements","TestElements","","","Check link responses",""
"passed","Sat Sep 02 18:44:41 GMT 2023","Sat Sep 02 18:44:44 GMT 2023","2559","tests","test_elements","TestElements","","","Check link responses",""
"passed","Sat Sep 02 18:43:17 GMT 2023","Sat Sep 02 18:43:30 GMT 2023","13280","tests","test_elements","TestElements","","","Edit person",""
"passed","Sat Sep 02 18:43:53 GMT 2023","Sat Sep 02 18:44:06 GMT 2023","12966","tests","test_elements","TestElements","","","Check links",""
"passed","Sat Sep 02 18:42:38 GMT 2023","Sat Sep 02 18:42:41 GMT 2023","3494","tests","test_elements","TestElements","","","Test radio buttons",""
"broken","Sat Sep 02 18:45:15 GMT 2023","Sat Sep 02 18:45:18 GMT 2023","3062","tests","test_elements","TestElements","","","Check Links",""
"passed","Sat Sep 02 18:44:10 GMT 2023","Sat Sep 02 18:44:23 GMT 2023","12224","tests","test_elements","TestElements","","","Check link responses",""
"passed","Sat Sep 02 18:42:00 GMT 2023","Sat Sep 02 18:42:03 GMT 2023","3100","tests","test_elements","TestElements","","","Check input == output",""
"passed","Sat Sep 02 18:44:28 GMT 2023","Sat Sep 02 18:44:40 GMT 2023","12200","tests","test_elements","TestElements","","","Check link responses",""
"passed","Sat Sep 02 18:43:31 GMT 2023","Sat Sep 02 18:43:35 GMT 2023","3254","tests","test_elements","TestElements","","","Delete person",""
"passed","Sat Sep 02 18:42:04 GMT 2023","Sat Sep 02 18:42:19 GMT 2023","14405","tests","test_elements","TestElements","","","Interactivity of the fields",""
"passed","Sat Sep 02 18:44:24 GMT 2023","Sat Sep 02 18:44:26 GMT 2023","2485","tests","test_elements","TestElements","","","Check link responses",""
