"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 23 19:21:37 GMT 2023","Wed Aug 23 19:21:41 GMT 2023","4175","tests","test_elements","TestElements","","","Search person",""
"passed","Wed Aug 23 19:22:04 GMT 2023","Wed Aug 23 19:22:09 GMT 2023","4614","tests","test_elements","TestElements","","","Check links",""
"passed","Wed Aug 23 19:21:43 GMT 2023","Wed Aug 23 19:21:48 GMT 2023","4815","tests","test_elements","TestElements","","","Edit person",""
"skipped","Wed Aug 23 19:21:55 GMT 2023","Wed Aug 23 19:21:58 GMT 2023","3413","tests","test_elements","TestElements","","","Check count of rows",""
"passed","Wed Aug 23 19:22:23 GMT 2023","Wed Aug 23 19:22:26 GMT 2023","3003","tests","test_elements","TestElements","","","Check link responses",""
"passed","Wed Aug 23 19:22:28 GMT 2023","Wed Aug 23 19:22:35 GMT 2023","7367","tests","test_elements","TestElements","","","Check link responses",""
"passed","Wed Aug 23 19:22:36 GMT 2023","Wed Aug 23 19:22:40 GMT 2023","3368","tests","test_elements","TestElements","","","Check link responses",""
"passed","Wed Aug 23 19:22:10 GMT 2023","Wed Aug 23 19:22:13 GMT 2023","3007","tests","test_elements","TestElements","","","Check link responses",""
"passed","Wed Aug 23 19:20:51 GMT 2023","Wed Aug 23 19:20:54 GMT 2023","3757","tests","test_elements","TestElements","","","Check input == output",""
"passed","Wed Aug 23 19:21:06 GMT 2023","Wed Aug 23 19:21:11 GMT 2023","4412","tests","test_elements","TestElements","","","Test checkboxes: random click and output",""
"passed","Wed Aug 23 19:22:19 GMT 2023","Wed Aug 23 19:22:22 GMT 2023","2955","tests","test_elements","TestElements","","","Check link responses",""
"passed","Wed Aug 23 19:22:15 GMT 2023","Wed Aug 23 19:22:18 GMT 2023","2974","tests","test_elements","TestElements","","","Check link responses",""
"passed","Wed Aug 23 19:21:02 GMT 2023","Wed Aug 23 19:21:05 GMT 2023","2766","tests","test_elements","TestElements","","","Test expanding all elements and check their presence",""
"passed","Wed Aug 23 19:21:30 GMT 2023","Wed Aug 23 19:21:36 GMT 2023","5371","tests","test_elements","TestElements","","","Create new person",""
"passed","Wed Aug 23 19:21:12 GMT 2023","Wed Aug 23 19:21:15 GMT 2023","2489","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Wed Aug 23 19:20:56 GMT 2023","Wed Aug 23 19:21:01 GMT 2023","5332","tests","test_elements","TestElements","","","Interactivity of the fields",""
"passed","Wed Aug 23 19:21:26 GMT 2023","Wed Aug 23 19:21:29 GMT 2023","2653","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Wed Aug 23 19:22:46 GMT 2023","Wed Aug 23 19:22:49 GMT 2023","3443","tests","test_elements","TestElements","","","Check Images Size",""
"passed","Wed Aug 23 19:22:00 GMT 2023","Wed Aug 23 19:22:03 GMT 2023","3121","tests","test_elements","TestElements","","","Different clicks on buttons",""
"passed","Wed Aug 23 19:21:16 GMT 2023","Wed Aug 23 19:21:25 GMT 2023","8916","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Wed Aug 23 19:21:49 GMT 2023","Wed Aug 23 19:21:53 GMT 2023","4449","tests","test_elements","TestElements","","","Delete person",""
"passed","Wed Aug 23 19:22:41 GMT 2023","Wed Aug 23 19:22:44 GMT 2023","3042","tests","test_elements","TestElements","","","Check link responses",""
