"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 24 13:14:21 GMT 2023","Thu Aug 24 13:14:30 GMT 2023","8325","tests","test_elements","TestElements","","","Delete person",""
"failed","Thu Aug 24 13:14:07 GMT 2023","Thu Aug 24 13:14:10 GMT 2023","3234","tests","test_elements","TestElements","","","Create new person",""
"failed","Thu Aug 24 13:14:12 GMT 2023","Thu Aug 24 13:14:15 GMT 2023","3141","tests","test_elements","TestElements","","","Search person",""
"passed","Thu Aug 24 13:13:52 GMT 2023","Thu Aug 24 13:13:56 GMT 2023","3576","tests","test_elements","TestElements","","","Test checkboxes: random click and output",""
"passed","Thu Aug 24 13:13:42 GMT 2023","Thu Aug 24 13:13:47 GMT 2023","4646","tests","test_elements","TestElements","","","Interactivity of the fields",""
"passed","Thu Aug 24 13:15:07 GMT 2023","Thu Aug 24 13:15:09 GMT 2023","2619","tests","test_elements","TestElements","","","Check link responses",""
"passed","Thu Aug 24 13:14:59 GMT 2023","Thu Aug 24 13:15:01 GMT 2023","2630","tests","test_elements","TestElements","","","Check link responses",""
"passed","Thu Aug 24 13:14:50 GMT 2023","Thu Aug 24 13:14:53 GMT 2023","2556","tests","test_elements","TestElements","","","Check link responses",""
"passed","Thu Aug 24 13:14:16 GMT 2023","Thu Aug 24 13:14:20 GMT 2023","3483","tests","test_elements","TestElements","","","Edit person",""
"passed","Thu Aug 24 13:14:04 GMT 2023","Thu Aug 24 13:14:06 GMT 2023","1904","tests","test_elements","TestElements","","","Test radio buttons",""
"broken","Thu Aug 24 13:14:35 GMT 2023","Thu Aug 24 13:14:42 GMT 2023","7158","tests","test_elements","TestElements","","","Different clicks on buttons",""
"passed","Thu Aug 24 13:13:37 GMT 2023","Thu Aug 24 13:13:41 GMT 2023","4384","tests","test_elements","TestElements","","","Check input == output",""
"passed","Thu Aug 24 13:14:01 GMT 2023","Thu Aug 24 13:14:02 GMT 2023","1931","tests","test_elements","TestElements","","","Test radio buttons",""
"skipped","Thu Aug 24 13:14:31 GMT 2023","Thu Aug 24 13:14:34 GMT 2023","2781","tests","test_elements","TestElements","","","Check count of rows",""
"passed","Thu Aug 24 13:13:48 GMT 2023","Thu Aug 24 13:13:51 GMT 2023","2314","tests","test_elements","TestElements","","","Test expanding all elements and check their presence",""
"passed","Thu Aug 24 13:14:45 GMT 2023","Thu Aug 24 13:14:48 GMT 2023","2936","tests","test_elements","TestElements","","","Check links",""
"passed","Thu Aug 24 13:15:03 GMT 2023","Thu Aug 24 13:15:05 GMT 2023","2580","tests","test_elements","TestElements","","","Check link responses",""
"passed","Thu Aug 24 13:15:11 GMT 2023","Thu Aug 24 13:15:13 GMT 2023","2577","tests","test_elements","TestElements","","","Check link responses",""
"passed","Thu Aug 24 13:13:57 GMT 2023","Thu Aug 24 13:13:59 GMT 2023","2070","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Thu Aug 24 13:15:15 GMT 2023","Thu Aug 24 13:15:18 GMT 2023","3192","tests","test_elements","TestElements","","","Check link responses",""
"passed","Thu Aug 24 13:14:54 GMT 2023","Thu Aug 24 13:14:57 GMT 2023","3274","tests","test_elements","TestElements","","","Check link responses",""
"broken","Thu Aug 24 13:15:24 GMT 2023","Thu Aug 24 13:15:27 GMT 2023","3153","tests","test_elements","TestElements","","","Check Links",""
"passed","Thu Aug 24 13:15:19 GMT 2023","Thu Aug 24 13:15:22 GMT 2023","2586","tests","test_elements","TestElements","","","Check Images Size",""
