"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 08 12:42:13 GMT 2023","Tue Aug 08 12:42:20 GMT 2023","7331","tests","test_elements","TestElements","","","Create new person",""
"passed","Tue Aug 08 12:41:48 GMT 2023","Tue Aug 08 12:41:51 GMT 2023","3067","tests","test_elements","TestElements","","","Test expanding all elements and check their presence",""
"passed","Tue Aug 08 12:42:08 GMT 2023","Tue Aug 08 12:42:11 GMT 2023","3162","tests","test_elements","TestElements","","","Test radio buttons",""
"passed","Tue Aug 08 12:42:28 GMT 2023","Tue Aug 08 12:42:33 GMT 2023","5027","tests","test_elements","TestElements","","","Edit person",""
"passed","Tue Aug 08 12:42:04 GMT 2023","Tue Aug 08 12:42:07 GMT 2023","2897","tests","test_elements","TestElements","","","Test radio buttons",""
"skipped","Tue Aug 08 12:42:40 GMT 2023","Tue Aug 08 12:42:43 GMT 2023","2785","tests","test_elements","TestElements","","","Check count of rows",""
"passed","Tue Aug 08 12:41:52 GMT 2023","Tue Aug 08 12:41:58 GMT 2023","5468","tests","test_elements","TestElements","","","Test checkboxes: random click and output",""
"passed","Tue Aug 08 12:42:34 GMT 2023","Tue Aug 08 12:42:39 GMT 2023","4614","tests","test_elements","TestElements","","","Delete person",""
"passed","Tue Aug 08 12:41:33 GMT 2023","Tue Aug 08 12:41:39 GMT 2023","5897","tests","test_elements","TestElements","","","Check input == output",""
"passed","Tue Aug 08 12:41:41 GMT 2023","Tue Aug 08 12:41:46 GMT 2023","5674","tests","test_elements","TestElements","","","Interactivity of the fields",""
"failed","Tue Aug 08 12:42:22 GMT 2023","Tue Aug 08 12:42:26 GMT 2023","4290","tests","test_elements","TestElements","","","Search person",""
"passed","Tue Aug 08 12:41:59 GMT 2023","Tue Aug 08 12:42:02 GMT 2023","3134","tests","test_elements","TestElements","","","Test radio buttons",""
